ME2;Share_Free_Shipping_SI;Share_Drop_Shipping_SI;Share_XDM_SI;Share_Fulfillment_SI;Share_Flex_SI;Share_Logistic_SI;Share_Logistic_SI_melinet;Shipments_Delivered_Same_Day;Shipments_Delivered_Next_Day;Shipments_Delivered 2_Days;Shipments_Delivered_menor2days;Unique_Receivers;Unique_Shippers;D1;D2;D3;D4;D5;D6;D7;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;Casos_confirmados_mms;Positividad_mms;Casos_activos;Casos_recuperados;fin_mes;feriado
85085;0,507598284;0,842392901;0;0,067508962;0,090098137;0;0;0,079310008;0,247312353;0,25620602;0,582828382;42853;7344;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1746,4;0,0568;17161;408508;0;0
93416;0,487293397;0,811081613;0;0,072760555;0,116157832;0;0;0,220754315;0,24099723;0,202002983;0,663754528;47435;7699;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1735,1;0,0566;16447;410410;0;0
110990;0,517506082;0,803351653;0;0,067159204;0,129489143;0,000180196;0,002683123;0,199507334;0,153684961;0,223739355;0,576931651;55184;8198;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1774,1;0,0558;16206;412415;0;0
101987;0,514898958;0,801670801;0;0,063900301;0,134428898;0,000421622;0,006598128;0,04003263;0,47856633;0,141868053;0,660467013;51095;7821;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1748,9;0,0575;16343;413955;0;0
94287;0,512318771;0,801329982;0;0,063274895;0,135395123;0;0;0,038571056;0,137116037;0,508151239;0,683838331;46872;7532;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1780,4;0,0558;16540;415239;0;0
72627;0,508034202;0,827157944;0;0,068927534;0,103914522;0;0;0,043151633;0,166366907;0,233909795;0,443428334;36841;6864;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1753,7;0,0559;16049;417269;0;0
53168;0,487417244;0,848198164;0;0,072017003;0,079784833;0;0;0,224137931;0,232758621;0,054597701;0,511494253;27710;6056;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1712,7;0,0553;15504;419109;0;1
64255;0,482265972;0,850175084;0;0,067916894;0,081908023;0;0;0,272727273;0,076446281;0,105371901;0,454545455;33014;6611;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1643,9;0,0549;14962;420894;0;1
84703;0,488199946;0,82647604;0;0,064023706;0,109500254;0;0;0,202721088;0,083673469;0,192517007;0,478911565;43148;7429;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1573,7;0,055;14707;422569;0;0
120920;0,522444592;0,82501654;0;0,064091962;0,110891499;0;0;0,216766126;0,082300182;0,192361993;0,4914283;59233;8355;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1504,9;0,0577;15037;424324;0;0
117844;0,52439666;0,822171685;0;0,064644785;0,113183531;0,000704321;0,010895248;0,033810167;0,49952006;0,128008947;0,661339173;57500;8454;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1514,4;0,0609;15440;425669;0;0
116609;0,529941943;0,814405406;0;0,06264525;0,122949344;4,29E-05;0,000684463;0,037899601;0,133114582;0,530769156;0,701783339;56335;8261;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1496;0,0654;16005;426857;0;0
111793;0,525739537;0,813539309;0;0,062123747;0,124336944;0,001109193;0,017854572;0,041375274;0,154430686;0,232387757;0,428193717;54468;8171;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1574,4;0,0655;15921;428621;0;0
97053;0,543805962;0,835625895;0;0,063903228;0,100470877;0;0;0,041618947;0,176256356;0,268496037;0,486371341;46660;7819;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1611,7;0,0668;16078;430298;0;0
83248;0,514655007;0,853401884;0;0,064097636;0,082500481;0;0;0,130212544;0,305072369;0,201616899;0,636901813;40794;7316;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1657,9;0,0671;15954;431779;0;0
88166;0,500816641;0,827960892;0;0,061270785;0,110768323;0;0;0,278657617;0,217571644;0,159502262;0,655731523;42897;7436;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1740,1;0,0658;15574;433318;0;0
119640;0,536258776;0,819650619;0;0,062119692;0,118229689;0,005382815;0,086652314;0,226588639;0,189333467;0,235410584;0,65133269;57411;8430;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1821,3;0,0624;16339;434613;0;0
106444;0,540227725;0,806442824;0;0,073240389;0,120316786;0,007825711;0,106849667;0,036552319;0,561105295;0,163761779;0,761419392;50035;7876;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1865,9;0,0591;16707;435856;0;0
115487;0,533921567;0,804982379;0;0,076025873;0,118991748;0,009957831;0,130979499;0,041609006;0,159173439;0,561268976;0,762051421;55380;8225;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1870;0,0553;16770;437276;1;0
109905;0,532814704;0,80678768;0;0,068522815;0,124689505;0,010208817;0,148984199;0,044911616;0,210882205;0,27669954;0,532493361;52865;8019;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1815,3;0,0543;16343;439361;1;0
98136;0,535338714;0,824009538;0;0,071013695;0,104976767;0,009935192;0,139905295;0,051562623;0,22430397;0,333936865;0,609803459;47015;7775;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1782,6;0,0527;16230;441109;1;0
85197;0,517882085;0,842377079;0;0,073558928;0,084063993;0;0;0,176251462;0,371313343;0,209008066;0,756572871;41711;7448;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1751,9;0,0523;15749;442862;1;0
99387;0,501071569;0,822008915;0;0,072162355;0,10582873;0,011611177;0,160903514;0,346889952;0,227272727;0,162679426;0,736842105;48271;7698;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1722,9;0,052;15183;444542;1;0
119447;0,527196162;0,804800455;0;0,074962117;0,120237428;0,016258257;0,216886308;0,26011221;0,217325675;0,264560513;0,741998397;58156;8442;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1713,1;0,0515;15059;446376;1;0
113248;0,526384572;0,798027338;0;0,08133477;0,120637892;0,018684657;0,229725328;0,039367628;0,628077055;0,168456104;0,835900787;55344;8171;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1634,1;0,0519;15364;447733;0;0
110956;0,532138866;0,79360287;0;0,07876095;0,12763618;0,017331194;0,22004806;0,041396848;0,171229139;0,600887443;0,81351343;52976;8092;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1607,7;0,0514;15745;448892;0;0
97019;0,524155062;0,788185819;0;0,081478886;0,130335295;0,021913234;0,268943707;0,042732785;0,203075474;0,31652809;0,56233635;47261;7559;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1595;0,0507;15300;450952;0;0
84449;0,526732111;0,815450745;0;0,077526081;0,107023174;0,019112127;0,246525126;0,046449954;0,215507427;0,342146502;0,604103883;41355;7251;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1587;0,0508;15270;452563;0;0
76122;0,503363023;0,843277896;0;0,084653582;0,072068522;0;0;0,186983713;0,386441925;0,213805558;0,787231196;37680;7127;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1596,7;0,0505;15138;454046;0;0
79150;0,49916614;0,83818067;0;0,084384081;0,07743525;0,022349968;0,264860009;0,274630542;0,176108374;0,118226601;0,568965517;39414;7173;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1589,6;0,0502;14527;455704;0;0
92450;0,490524608;0,799177934;0;0,077706869;0,123115197;0,020670633;0,266007795;0,704710145;0,090217391;0,089855073;0,884782609;45985;7685;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1566,4;0,0501;14209;457339;0;1
105728;0,517185608;0,791294643;0;0,087072488;0,121632869;0,024534655;0,281772757;0,339834002;0,201357149;0,242197796;0,783388947;51645;8115;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1560,4;0,0494;14731;458611;0;0
106086;0,53649869;0,786182908;0;0,096845955;0,116971137;0,030305601;0,312925832;0,034153443;0,730557578;0,130771097;0,895482118;50381;8002;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1495,7;0,0502;15231;459725;0;0
103766;0,528014957;0,775880346;0;0,102037276;0,122082378;0,030125475;0,295239894;0,037939096;0,161364466;0,666982333;0,866285895;50062;7912;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1487;0,0523;15069;461435;0;0
84343;0,52824775;0,805081631;0;0,089503575;0,105414794;0,026700497;0,298317658;0,042409767;0,213976552;0,297523066;0,553909385;41165;7450;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1485,1;0,0531;14902;463097;0;0
78418;0,51313474;0,8334311;0;0,091598868;0,074970032;0,028526614;0,311429765;0,179165985;0,374456255;0,198299264;0,751921505;38279;7317;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1482,7;0,053;14555;464637;0;0
89508;0,505061;0,81353622;0;0,083869598;0,102594182;0,029349332;0,349940056;0,284832452;0,15696649;0,211640212;0,653439153;43521;7632;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1486,7;0,0533;14039;466252;0;0
112090;0,534954055;0,799375502;0;0,089294317;0,111330181;0,026898028;0,301228894;0,261428592;0,21205531;0,272860858;0,746344761;52861;8331;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1444,9;0,0536;14205;467833;0;0
102485;0,530633751;0,777216178;0;0,101780748;0,121003074;0,030619115;0,300834052;0,036865382;0,684468274;0,16035583;0,881689487;48837;8000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1453,9;0,0519;14386;469184;0;0
104333;0,534097553;0,779523257;0;0,099527475;0,120949268;0,031140675;0,312885208;0,04383501;0,201972051;0,594773832;0,840580893;49255;8090;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1507,1;0,0517;14745;470231;0;0
100143;0,525897966;0,778616578;0;0,096581888;0,124801534;0,030805948;0,318961952;0,053701356;0,255539632;0,334155551;0,643396538;47634;7873;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1519,1;0,0495;14730;471548;0;0
84565;0,534890321;0,802589724;0;0,085141607;0,112268669;0,02463194;0,289305556;0,057371418;0,275025571;0,372624155;0,705021144;40315;7494;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1493,4;0,0486;14302;473342;0;0
73116;0,516043;0,828601127;0;0,089063953;0,08233492;0,028338531;0,318181818;0,226515782;0,431874953;0,188479298;0,846870033;35587;6975;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1462,1;0,0477;13805;474956;0;0
70732;0,498388283;0,807908726;0;0,088347566;0,103743709;0,028756433;0,325492079;0,390123457;0,145679012;0,120987654;0,656790124;34934;6895;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1456,4;0,0466;13302;476504;0;1
105832;0,524255424;0,787521733;0;0,093790158;0,11868811;0,026419231;0,281684465;0,278421727;0,252004852;0,295926275;0,826352854;51672;8245;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1431,1;0,0459;13423;477999;0;0
105142;0,52038196;0,779593312;0;0,098229062;0,122177626;0,028371155;0,288826491;0,041295322;0,686775533;0,170274011;0,898344866;50732;8063;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1410;0,0464;13803;479192;0;0
96744;0,516838254;0,767334408;0;0,100512693;0,132152898;0,031154387;0,309954751;0,047336632;0,231455877;0,589433852;0,868226362;46431;7786;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1413,4;0,0442;14229;480291;0;0
94706;0,519597491;0,749815218;1,06E-05;0,108377505;0,141796718;0,033313623;0,30735509;0,060183911;0,260907972;0,371848527;0,69294041;45085;7752;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1378,6;0,044;13742;482038;0;0
74944;0,517786614;0,781049851;0;0,09743275;0,1215174;0,029435312;0,302109011;0,062815156;0,296371;0,372776897;0,731963054;36288;7092;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1386,4;0,0432;13548;483570;1;0
62635;0,486708709;0,812740481;0;0,107767223;0,079492297;0,036066097;0,334666667;0,187747036;0,260474308;0,200790514;0,649011858;31702;6585;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1396;0,0431;13205;484976;1;1
79473;0,482214085;0,79073396;0;0,102198231;0,107067809;0,034993017;0,342403349;0,452380952;0,146031746;0,115873016;0,714285714;39925;7300;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1368,7;0,043;12994;486278;1;1
177524;0,57770217;0,77287578;5,63E-06;0,126106893;0,101011694;0,036113427;0,286358764;0,272352191;0,20430354;0,321963239;0,798618971;89815;9200;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1381,1;0,0425;13396;487644;1;0
152423;0,565373992;0,77197667;0;0,120401777;0,107621553;0,034213997;0,284165214;0,046297899;0,70037982;0,150588857;0,897266575;76102;8770;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1358,6;0,042;13767;488761;1;0
159656;0,564657764;0,775085183;6,26E-06;0,122319236;0,102589317;0,032845618;0,268509985;0,049363209;0,24756801;0,603952103;0,900883322;79269;8916;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1361,6;0,0421;14101;489806;1;0
117693;0,527074677;0,77149873;8,50E-06;0,107355578;0,121137196;0,031701121;0,29526749;0,047440993;0,271740517;0,354119437;0,673300947;57452;8257;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1400,4;0,042;13827;491422;1;0
89313;0,534099179;0,798304838;0;0,092618096;0,109077066;0,027050933;0,292069633;0,047131448;0,232627038;0,390907145;0,67066563;43075;7394;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1383,6;0,0425;13630;492995;0;0
81527;0,51131527;0,816870485;0;0,106381935;0,076747581;0,031964871;0,300472732;0,157211935;0,362542753;0,287439557;0,807194245;40394;7193;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1379,1;0,042;13268;494520;0;0
88754;0,492958064;0,793620569;1,13E-05;0,099353269;0,107014895;0,034409717;0,346297766;0,219853198;0,308283817;0,278573925;0,80671094;43318;7442;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1379,7;0,0418;13082;495780;0;0
121829;0,518111451;0,790993934;0;0,092383587;0,116622479;0,027513975;0,29782319;0,283151282;0,202176128;0,245995812;0,731323222;58215;8629;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1390,3;0,0417;13421;497118;0;0
116036;0,521053811;0,775793719;0;0,104191803;0,120014478;0,028542866;0,273945409;0,044099766;0,651245094;0,155728224;0,851073084;55175;8353;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1398,6;0,0421;13896;498181;0;0
109923;0,519081539;0,768137696;0;0,110368167;0,121494137;0,032859365;0,297725025;0,04626216;0,198796251;0,599187136;0,844245547;52552;8302;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1411,6;0,0412;14233;499272;0;0
101977;0,522156957;0,75431715;0;0,117497083;0,128185767;0,040734676;0,346686697;0,050083902;0,239849099;0,339796431;0,629729432;48500;7967;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1381,7;0,0413;13793;501040;0;0
84976;0,523488985;0,786410281;0;0,103958765;0,109630955;0,031926662;0,307108897;0,051443858;0,257068386;0,353892585;0,662404829;40034;7548;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1392,6;0,0409;13655;502528;0;0
73067;0,507178343;0,810694294;1,37E-05;0,109858076;0,079433944;0,033544555;0,305306428;0,226195514;0,391381013;0,198264918;0,815841445;35472;7140;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1395,6;0,041;13413;503907;0;0
88149;0,489943164;0,782924367;0,0001021;0,107397702;0,109575832;0,03481605;0,323870832;0,204608295;0,299539171;0,182488479;0,686635945;42467;7655;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1397,4;0,0412;13114;505249;0;0
116944;0,512330688;0,767555411;0,001376727;0,113387604;0,117680257;0,040831509;0,355785709;0,293047961;0,235572567;0,269176691;0,797797219;56179;8645;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1386;0,0413;13337;506625;0;0
109712;0,512058845;0,735844757;0,027481041;0,11657795;0,120096252;0,046512688;0,322872509;0,039505465;0,703494084;0,155934008;0,898933557;52345;8334;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1391,9;0,0411;13620;507788;0;0
108142;0,523136247;0,724427142;0,025244586;0,123800189;0,126528083;0,05336502;0,358046904;0,046856296;0,227087727;0,599441373;0,873385396;50536;8295;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1366,7;0,0419;13977;508862;0;0
102370;0,524050015;0,711077464;0,02659959;0,132421608;0,129901338;0,057497314;0,361570121;0,055405639;0,270860197;0,359591636;0,685857471;47174;8059;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1364;0,0413;13755;510539;0;0
86867;0,533033258;0,756616437;0,027789609;0,106772422;0,108821532;0,036757342;0,273162803;0,055632266;0,300283581;0,376805784;0,732721631;40659;7789;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1350,6;0,0411;13718;512077;0;0
77282;0,509911752;0,780569861;0,029838772;0,112600606;0,076990761;0,040061075;0,28125;0,260322132;0,408960837;0,184204072;0,853487041;36570;7347;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1336,3;0,0409;13402;513505;0;0
91313;0,48772902;0,756945889;0,027794509;0,105253359;0,110006242;0,039654814;0,298049222;0,272158498;0,173096976;0,118873827;0,564129301;43261;7898;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1351,9;0,0406;13148;514833;0;0
123891;0,524315729;0,729552591;0,030672123;0,119290344;0,120484942;0,049680768;0,331288013;0,304644115;0,255741689;0,279969849;0,840355654;57553;8874;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1352,1;0,0409;13524;516183;0;0
115534;0,515986636;0,656187789;0,107743175;0,116744854;0,119324182;0,060648813;0,270165022;0,040706125;0,735011506;0,154275506;0,929993137;54547;8619;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1360,6;0,0409;13943;517320;0;0
112267;0,528329785;0,658332368;0,098434981;0,123562579;0,119670072;0,060258135;0,271436023;0,044541914;0,23921608;0,61449091;0,898248904;51790;8288;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1376,1;0,0413;14367;518363;0;0
105069;0,519449124;0,650229849;0,09409055;0,125812561;0,12986704;0,065490297;0,297814326;0,057068139;0,284955729;0,370153058;0,712176926;49596;8135;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1375,7;0,0416;14211;519962;0;0
101543;0,525875737;0,678490886;0,098519839;0,111233665;0,111755611;0,051810563;0,247006902;0,062452517;0,300936999;0,383353499;0,746743015;47909;8032;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1399,7;0,0416;14224;521408;0;0
92524;0,508214085;0,698726817;0,110857723;0,109539147;0,080876313;0,054029225;0,245145155;0,29609316;0,41302015;0,179523866;0,888637177;44101;7707;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1398,6;0,0422;13962;522839;0;0
108055;0,49015779;0,681171626;0,105316737;0,101420573;0,112091065;0,055360696;0,267782801;0,419124218;0,235031278;0,184986595;0,839142091;51011;8248;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1380,4;0,0418;13559;524294;0;0
135886;0,514740297;0,642354621;0,123934769;0,111181432;0,122529179;0,066938463;0,284703747;0,329051929;0,268955908;0,264237625;0,862245461;63937;9075;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1396,7;0,0415;13880;525795;1;0
139685;0,510892365;0,595804847;0,164720621;0,112982783;0,126491749;0,081211297;0,292438968;0,049791877;0,732916779;0,158247504;0,94095616;65598;9169;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1401,1;0,0419;14559;526907;1;0
138112;0,51403933;0,586256082;0,174322289;0,112741833;0,126679796;0,077067887;0,268469241;0,049537939;0,242839959;0,605481728;0,897859625;64645;9222;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1393;0,0417;15233;527981;1;0
128893;0,520959245;0,578301382;0,170063541;0,12027806;0,131357017;0,078669905;0,270956364;0,051063921;0,271461492;0,350275672;0,672801086;60693;8810;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1415,7;0,0415;15214;529707;1;0
118394;0,524764769;0,586727368;0,18469686;0,107497002;0,121078771;0,069057554;0,236341562;0,065433446;0,276072075;0,383597281;0,725102802;54972;8559;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1389,3;0,0418;15370;531263;1;0
101160;0,498062475;0,613394622;0,177767892;0,116063662;0,092773824;0,070769079;0,240849146;0,260598248;0,406117247;0,200480473;0,867195969;48494;8113;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1420,9;0,0411;15309;532730;1;0
118271;0,48410853;0,587210728;0,177160927;0,112707257;0,122921088;0,07250298;0,250123968;0,400723655;0,188150158;0,187697874;0,776571687;56205;8554;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1484,7;0,0419;15102;534173;0;0
